store_id,state_id,cat_id,dept_id,item_id,year_month,total_units,avg_price,days_with_sales,max_daily_units,has_promotion,total_revenue
TX_1,TX,HOBBIES,HOBBIES_2,HOBBIES_2_109,2015-06,7.0,0.97,7.0,1.0,True,6.79
TX_2,TX,FOODS,FOODS_3,FOODS_3_142,2015-04,7.0,,4.0,3.0,False,27.86
  TX_1 ,TX,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-11,5.0,5.92,4.0,2.0,True,29.6
WI_1,WI,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-12,5.0,,3.0,2.0,True,14.85
WI_1,WI,FOODS,FOODS_2,FOODS_2_380,2015-09,138.0,4.97,29.0,12.0,True,685.86
CA_2,CA,FOODS,FOODS_2,FOODS_2_380,2015-06,83.0,4.97,27.0,8.0,True,412.51
TX_1,TX,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2015-10,15.0,10.43,12.0,3.0,True,156.45
CA_2,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2015-11,6.0,10.43,6.0,1.0,True,62.58
TX_1,TX,FOODS,FOODS_3,FOODS_3_017,2015-06,7.0,1.98,7.0,1.0,True,13.86
CA_2,CA,FOODS,FOODS_3,FOODS_3_142,2016-02,131.0,3.98,25.0,12.0,True,521.38
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2016-01,1.0,10.43,1.0,1.0,True,10.43
WI_1,WI,HOBBIES,HOBBIES_1,HOBBIES_1_242,2015-08,25.0,2.78,15.0,5.0,False,69.5
CA_1,CA,FOODS,FOODS_3,FOODS_3_017,2016-03,7.0,1.98,6.0,2.0,True,13.86
CA_2,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2015-08,87.0,3.97,24.0,10.0,False,345.39
TX_1,TX,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-12,3.0,2.97,3.0,1.0,True,8.91
CA_2,CA,HOBIES,HOBBIES_2,HOBBIES_2_071,2015-05,10.0,0.97,5.0,3.0,True,9.7
TX_1,TX,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2016-04,7.0,10.43,6.0,2.0,False,73.01
TX_1,TX,HOBBIES,HOBBIES_2,HOBBIES_2_123,2015-06,3.0,0.5,3.0,1.0,True,1.5
TX_2,TX,Foods,FOODS_3,FOODS_3_142,2015-05,76.0,3.98,24.0,7.0,True,302.48
CA_2,CA,HOBIES,HOBBIES_2,HOBBIES_2_071,2015-09,15.0,0.97,9.0,3.0,True,14.55
WI_1,WI,FOODS,FOODS_3,FOODS_3_017,2015-07,5.0,1.98,4.0,2.0,True,495.0
WI_1,WI,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-05,15.0,3.96,11.0,2.0,True,59.4
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2016-03,,10.43,6.0,2.0,True,73.01
WI_1,WI,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2015-07,50.0,4.13,16.0,6.0,True,206.5
TX_1,TX,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2016-03,7.0,10.43,7.0,1.0,True,73.01
TX_1,TX,HOBBIES,HOBBIES_2,HOBBIES_2_071,2015-06,7.0,0.97,7.0,1.0,True,6.79
TX_2,TX,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-08,6.0,5.92,5.0,2.0,False,35.52
WI_1,WI,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-04,-2.0,3.96,2.0,1.0,False,7.92
TX_1,TX,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2016-03,12.0,3.96,7.0,6.0,True,47.52
WI_1,WI,FOODS,FOODS_3,FOODS_3_017,2016-01,4.0,1.98,4.0,1.0,True,7.92
CA_2,CA,FOODS,FOODS_3,FOODS_3_525,2015-06,82.0,2.0,22.0,10.0,True,164.0
TX_2,TX,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2015-08,19.0,10.43,14.0,2.0,False,198.17
CA_2,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2016-02,85.0,3.97,27.0,6.0,True,337.45
CA_1,CA,HOBIES,HOBBIES_2,HOBBIES_2_071,2016-01,-3.0,0.97,3.0,1.0,True,2.91
TX_1,TX,FOODS,FOODS_2,FOODS_2_380,2015-12,74.0,4.97,26.0,6.0,True,367.78
CA_1,CA,FOODS,FOODS_3,FOODS_3_525,2015-10,57.0,2.0,26.0,5.0,True,114.0
CA_2,CA,FOODS,FOODS_3,FOODS_3_525,2015-09,23.0,,15.0,3.0,True,46.0
TX_2,TX,FOODS,FOODS_3,FOODS_3_293,2016-04,5.0,1.98,3.0,2.0,False,9.9
TX_1,TX,HOBBIES,HOBBIES_2,HOBBIES_2_109,2016-01,5.0,0.97,3.0,2.0,True,4.85
TX_1,TX,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-09,6.0,2.97,4.0,3.0,True,17.82
TX_2,TX,FOODS,FOODS_3,FOODS_3_293,2015-11,9.0,1.98,5.0,3.0,True,17.82
CA_2,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2015-08,-4.0,10.43,4.0,1.0,False,2086.0
CA_2,CA,FOODS,FOODS_2,FOODS_2_380,2016-03,91.0,4.97,30.0,12.0,True,452.27
CA_2,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-07,18.0,3.96,14.0,3.0,True,71.28
CA_2,CA,FOODS,FOODS_3,FOODS_3_142,2015-08,99.0,3.98,19.0,9.0,False,394.02
TX_2,TX,HOBBIES,HOBBIES_1,HOBBIES_1_242,2015-06,22.0,2.5,11.0,7.0,True,55.0
WI_1,WI,Foods,FOODS_3,FOODS_3_142,2016-04,19.0,3.98,10.0,3.0,False,75.62
WI_1,WI,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2016-01,20.0,10.43,12.0,3.0,True,208.6
TX_1,TX,FOODS,FOODS_2,FOODS_2_380,2015-09,110.0,4.97,28.0,9.0,True,546.7
  CA_2 ,CA,FOODS,FOODS_3,FOODS_3_293,2016-02,10.0,1.98,7.0,2.0,True,19.8
WI_1,WI,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-10,3.0,5.92,3.0,1.0,True,17.76
WI_1,WI,HOBBIES,HOBBIES_2,HOBBIES_2_123,2015-10,13.0,0.5,7.0,3.0,True,6.5
WI_1,WI,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2015-06,3.0,10.13,3.0,1.0,True,30.39
CA_1,CA,HOBBIES,HOBBIES_1,HOBBIES_1_242,2016-01,-28.0,2.78,19.0,3.0,True,77.84
CA_2,CA,HOBBIES,HOBBIES_2,HOBBIES_2_108,2016-01,8.0,2.97,7.0,2.0,True,1188.0
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-10,16.0,3.96,13.0,3.0,True,63.36
TX_1,TX,FOODS,FOODS_3,FOODS_3_525,2015-06,19.0,2.0,9.0,6.0,True,38.0
TX_2,TX,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2016-01,2.0,3.96,2.0,1.0,True,7.92
TX_1,TX,FOODS,FOODS_2,FOODS_2_380,2015-07,64.0,4.97,24.0,6.0,True,318.08
WI_1,WI,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-05,1.0,2.97,1.0,1.0,True,2.97
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_071,2015-07,7.0,0.97,7.0,1.0,True,6.79
WI_1,WI,HOBBIES,HOBBIES_2,HOBBIES_2_109,2015-05,16.0,0.97,12.0,2.0,True,15.52
CA_2,CA,FOODS,FOODS_3,FOODS_3_525,2015-04,1.0,2.0,1.0,1.0,False,2.0
  CA_1 ,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2015-09,50.0,3.97,24.0,5.0,True,198.5
TX_2,TX,FOODS,FOODS_3,FOODS_3_017,2015-11,6.0,,5.0,2.0,True,11.88
TX_2,TX,FOODS,FOODS_3,FOODS_3_293,2016-01,10.0,1.98,6.0,3.0,True,19.8
WI_1,WI,HOBBIES,HOBBIES_2,HOBBIES_2_123,2015-11,10.0,0.5,7.0,2.0,True,5.0
WI_1,WI,Houshold,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-11,17.0,3.96,14.0,2.0,True,67.32
WI_1,WI,FOODS,FOODS_3,FOODS_3_142,2015-05,57.0,3.98,26.0,6.0,True,226.86
CA_2,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2016-04,12.0,3.97,3.0,5.0,False,47.64
CA_2,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-10,17.0,3.96,12.0,2.0,True,67.32
TX_1,TX,HOBIES,HOBBIES_1,HOBBIES_1_242,2015-06,18.0,2.5,13.0,3.0,True,45.0
TX_1,TX,FOODS,FOODS_3,FOODS_3_017,2016-02,2.0,1.98,2.0,1.0,True,3.96
CA_1,CA,Houshold,HOUSEHOLD_1,HOUSEHOLD_1_033,2015-12,83.0,3.97,27.0,8.0,True,329.51
WI_1,WI,FOODS,FOODS_3,FOODS_3_525,2015-08,27.0,2.0,13.0,9.0,False,54.0
TX_2,TX,Foods,FOODS_3,FOODS_3_017,2016-01,14.0,1.98,11.0,3.0,True,27.72
CA_2,CA,Houshold,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-11,19.0,3.96,11.0,4.0,True,75.24
CA_2,CA,FOODS,FOODS_3,FOODS_3_142,2015-05,176.0,3.98,29.0,20.0,True,700.48
CA_2,CA,FOODS,FOODS_3,FOODS_3_017,2015-06,5.0,1.98,4.0,2.0,True,9.9
CA_1,CA,HOBIES,HOBBIES_2,HOBBIES_2_108,2015-05,4.0,2.97,4.0,1.0,True,11.88
CA_2,CA,HOBBIES,HOBBIES_2,HOBBIES_2_123,2016-02,-5.0,0.5,8.0,1.0,True,4.0
  CA_2 ,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-04,1.0,3.96,1.0,1.0,False,3.96
  TX_1 ,TX,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-08,2.0,,2.0,1.0,False,7.92
CA_2,CA,FOODS,FOODS_2,FOODS_2_380,2015-09,131.0,4.97,29.0,10.0,True,651.07
  TX_1 ,TX,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-09,31.0,5.92,13.0,4.0,True,183.52
WI_1,WI,Foods,FOODS_2,FOODS_2_380,2016-04,103.0,4.97,19.0,10.0,False,511.91
TX_1,TX,FOODS,FOODS_3,FOODS_3_017,2015-05,11.0,1.98,9.0,2.0,True,21.78
TX_2,TX,FOODS,FOODS_3,FOODS_3_293,2016-02,3.0,1.98,3.0,1.0,True,5.94
WI_1,WI,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-07,11.0,2.97,8.0,2.0,True,32.67
CA_2,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2016-03,16.0,3.96,11.0,3.0,True,63.36
TX_2,TX,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2016-03,10.0,5.84,8.0,2.0,True,58.4
CA_2,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2015-10,,10.43,10.0,2.0,True,114.73
TX_2,TX,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-12,5.0,2.97,4.0,2.0,True,14.85
  WI_1 ,WI,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2015-04,2.0,9.47,2.0,1.0,False,18.94
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-04,6.0,5.92,3.0,3.0,False,35.52
TX_1,TX,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2016-04,3.0,,2.0,2.0,False,11.91
TX_2,TX,HOBBIES,HOBBIES_2,HOBBIES_2_123,2015-11,15.0,0.5,12.0,3.0,True,7.5
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-07,9.0,2.97,7.0,3.0,True,26.73
  WI_1 ,WI,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-07,11.0,5.92,11.0,1.0,True,65.12
CA_2,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-08,48.0,5.92,22.0,6.0,False,284.16
TX_2,TX,HOBBIES,HOBBIES_1,HOBBIES_1_242,2015-12,17.0,2.5,12.0,3.0,True,42.5
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2015-12,23.0,10.43,17.0,3.0,True,239.89
TX_2,TX,HOBBIES,HOBBIES_1,HOBBIES_1_242,2015-05,24.0,2.5,12.0,5.0,True,60.0
TX_1,TX,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2015-06,6.0,10.05,5.0,2.0,True,60.3
TX_1,TX,FOODS,FOODS_3,FOODS_3_293,2016-01,2.0,1.98,2.0,1.0,True,3.96
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_071,2015-06,9.0,0.97,6.0,2.0,True,8.73
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-06,,5.92,20.0,4.0,True,195.36
WI_1,WI,Foods,FOODS_3,FOODS_3_525,2015-06,38.0,2.0,21.0,4.0,True,76.0
  TX_1 ,TX,FOODS,FOODS_2,FOODS_2_380,2016-04,57.0,4.97,18.0,6.0,False,283.29
TX_2,TX,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2016-04,9.0,10.43,9.0,1.0,False,93.87
WI_1,WI,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2016-03,11.0,3.96,8.0,2.0,True,43.56
TX_2,TX,HOBIES,HOBBIES_2,HOBBIES_2_123,2015-06,3.0,0.5,3.0,1.0,True,1.5
TX_1,TX,HOBBIES,HOBBIES_2,HOBBIES_2_071,2015-11,9.0,0.97,7.0,2.0,True,8.73
WI_1,WI,HOBBIES,HOBBIES_1,HOBBIES_1_242,2016-01,32.0,2.78,17.0,4.0,True,88.96
CA_2,CA,HOBBIES,HOBBIES_2,HOBBIES_2_108,2016-02,4.0,2.97,3.0,2.0,True,11.88
TX_1,TX,HOBBIES,HOBBIES_2,HOBBIES_2_071,2016-02,10.0,0.97,5.0,4.0,True,9.7
CA_1,CA,FOODS,FOODS_3,FOODS_3_525,2016-03,50.0,2.0,22.0,6.0,True,100.0
  TX_2 ,TX,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2015-06,2.0,10.24,2.0,1.0,True,20.48
TX_2,TX,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2016-01,64.0,3.97,25.0,12.0,True,254.08
TX_2,TX,HOBIES,HOBBIES_2,HOBBIES_2_109,2015-08,16.0,0.97,12.0,2.0,False,15.52
WI_1,WI,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2015-11,49.0,3.97,19.0,5.0,True,194.53
TX_1,TX,Houshold,HOUSEHOLD_1,HOUSEHOLD_1_033,2015-12,43.0,3.97,24.0,3.0,True,170.71
CA_2,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2015-12,104.0,3.97,26.0,11.0,True,412.88
WI_1,WI,FOODS,FOODS_3,FOODS_3_525,2015-12,65.0,2.0,25.0,7.0,True,130.0
WI_1,WI,HOBBIES,HOBBIES_2,HOBBIES_2_109,2016-02,13.0,0.97,13.0,1.0,True,12.61
TX_1,TX,HOBBIES,HOBBIES_2,HOBBIES_2_071,2016-03,11.0,,7.0,3.0,True,10.67
  CA_1 ,CA,FOODS,FOODS_3,FOODS_3_142,2015-12,25.0,3.98,15.0,4.0,True,99.5
CA_1,CA,FOODS,FOODS_3,FOODS_3_142,2015-10,38.0,3.98,17.0,9.0,True,151.24
TX_2,TX,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2016-02,3.0,5.92,3.0,1.0,True,17.76
TX_2,TX,FOODS,FOODS_3,FOODS_3_525,2016-02,44.0,2.0,22.0,5.0,True,88.0
WI_1,WI,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-10,10.0,3.96,9.0,2.0,True,39.6
TX_2,TX,FOODS,FOODS_2,FOODS_2_380,2015-05,55.0,4.97,26.0,5.0,True,273.35
CA_2,CA,HOBBIES,HOBBIES_2,HOBBIES_2_108,2016-03,5.0,2.97,5.0,1.0,True,14.85
  CA_1 ,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2015-11,63.0,3.97,20.0,13.0,True,250.11
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-06,6.0,2.97,4.0,2.0,True,17.82
TX_1,TX,FOODS,FOODS_3,FOODS_3_017,2015-07,16.0,1.98,12.0,2.0,True,31.68
CA_2,CA,HOBBIES,HOBBIES_1,HOBBIES_1_242,2015-09,30.0,2.78,19.0,4.0,True,83.4
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-11,3.0,2.97,2.0,2.0,True,8.91
CA_2,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2016-02,12.0,3.96,8.0,3.0,True,47.52
CA_2,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2015-12,38.0,10.43,19.0,4.0,True,396.34
TX_1,TX,HOBBIES,HOBBIES_2,HOBBIES_2_123,2015-08,3.0,0.5,2.0,2.0,False,1.5
WI_1,WI,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2016-02,68.0,3.97,26.0,7.0,True,269.96
CA_1,CA,FOODS,FOODS_2,FOODS_2_380,2015-06,41.0,,23.0,4.0,True,203.77
WI_1,WI,FOODS,FOODS_2,FOODS_2_380,2016-03,135.0,4.97,31.0,10.0,True,670.95
CA_2,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-12,-15.0,5.92,10.0,2.0,True,88.8
TX_1,TX,FOODS,FOODS_3,FOODS_3_525,2016-04,55.0,2.0,18.0,7.0,False,110.0
CA_1,CA,FOODS,FOODS_2,FOODS_2_380,2015-09,38.0,4.97,23.0,4.0,True,188.86
CA_1,CA,HOBBIES,HOBBIES_1,HOBBIES_1_242,2015-07,31.0,2.78,16.0,3.0,True,86.18
CA_2,CA,HOBBIES,HOBBIES_2,HOBBIES_2_109,2016-04,6.0,0.97,5.0,2.0,False,5.82
WI_1,WI,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2015-12,7.0,10.43,7.0,1.0,True,73.01
CA_2,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2016-02,35.0,10.43,17.0,5.0,True,365.05
WI_1,WI,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2015-05,1.0,9.96,1.0,1.0,True,9.96
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_123,2015-06,8.0,0.5,8.0,1.0,True,4.0
WI_1,WI,FOODS,FOODS_3,FOODS_3_293,2015-09,15.0,1.98,12.0,2.0,True,29.7
CA_2,CA,HOBBIES,HOBBIES_1,HOBBIES_1_242,2016-01,36.0,2.78,14.0,10.0,True,100.08
WI_1,WI,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-10,4.0,2.97,4.0,1.0,True,11.88
WI_1,WI,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2016-04,8.0,10.43,6.0,2.0,False,83.44
TX_1,TX,HOBBIES,HOBBIES_2,HOBBIES_2_123,2015-05,-7.0,0.5,7.0,1.0,True,3.5
WI_1,WI,HOBIES,HOBBIES_2,HOBBIES_2_108,2016-01,4.0,2.97,4.0,1.0,True,11.88
CA_1,CA,FOODS,FOODS_3,FOODS_3_142,2015-04,4.0,3.98,3.0,2.0,False,15.92
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_109,2015-06,9.0,,8.0,2.0,True,8.73
CA_1,CA,FOODS,FOODS_2,FOODS_2_380,2016-02,36.0,4.97,16.0,5.0,True,178.92
TX_2,TX,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2015-10,58.0,3.97,22.0,6.0,True,230.26
CA_2,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-06,21.0,5.92,8.0,5.0,True,124.32
TX_1,TX,HOBBIES,HOBBIES_1,HOBBIES_1_242,2015-12,20.0,2.5,14.0,4.0,True,50.0
TX_1,TX,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2016-04,5.0,3.96,4.0,2.0,False,19.8
TX_1,TX,HOBBIES,HOBBIES_2,HOBBIES_2_071,2015-05,15.0,0.97,7.0,4.0,True,14.55
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-07,21.0,3.96,14.0,3.0,True,83.16
CA_2,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2016-04,16.0,3.96,9.0,6.0,False,63.36
CA_1,CA,Foods,FOODS_3,FOODS_3_142,2015-06,57.0,3.98,22.0,7.0,True,226.86
CA_1,CA,FOODS,FOODS_3,FOODS_3_142,2015-08,66.0,3.98,17.0,18.0,False,262.68
  CA_1 ,CA,HOBIES,HOBBIES_1,HOBBIES_1_242,2015-08,23.0,2.78,15.0,3.0,False,63.94
TX_1,TX,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2016-02,37.0,3.97,18.0,6.0,True,146.89
CA_2,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2015-04,1.0,9.96,1.0,1.0,False,9.96
TX_2,TX,HOBIES,HOBBIES_2,HOBBIES_2_071,2015-10,16.0,0.97,9.0,4.0,True,15.52
CA_2,CA,HOBBIES,HOBBIES_2,HOBBIES_2_109,2015-06,10.0,0.97,9.0,2.0,True,9.7
CA_2,CA,FOODS,FOODS_3,FOODS_3_142,2015-12,126.0,3.98,29.0,13.0,True,501.48
